"","technique","mean_time","lowerBound_CI","upperBound_CI "
"1","geometric",89.8444976076555,86.4354066985646,92.1212121212121
"2","iconic",87.1969696969697,83.9393939393939,89.5454545454545
"3","unicolor",90.3787878787879,87.0454545454545,92.6515151515152
