"","technique","mean_time","lowerBound_CI","upperBound_CI "
"1","geometric",4.42409638554217,4.10469429787973,4.73253012048193
"2","iconic",4.77831325301205,4.39518072289157,5.10361445783133
"3","unicolor",3.13734939759036,2.80240963855422,3.49397590361446
