"","technique","mean_time","lowerBound_CI","upperBound_CI "
"1","geometric",4.32835820895522,3.85074626865672,4.74626865671642
"2","iconic",4.22388059701493,3.70149253731343,4.71641791044776
"3","unicolor",5.64179104477612,5.13432835820895,6.01492537313433
