"","technique","mean_time","lowerBound_CI","upperBound_CI","corrected_CI","lowerBound_CI_corr","upperBound_CI_corr"
"1","geo-icon",0.335024307757346,-2.1678230089166,2.81070741331693,0.983333333333333,-2.66711240783731,3.31329607591055
"2","geo-uni",-3.22482914112591,-5.5501886973598,-0.963358404855119,0.983333333333333,-5.99472541668755,-0.472485338122005
"3","uni-icon",3.55985344888325,1.25771747130328,5.98534488832523,0.983333333333333,0.819090081382345,6.55270900432508
