"","technique","mean_time","lowerBound_CI","upperBound_CI","corrected_CI","lowerBound_CI_corr","upperBound_CI_corr"
"1","geo-icon",0.421686746987952,-0.120481927710843,0.939759036144578,0.983333333333333,-0.228915662650602,1.04819277108434
"2","geo-uni",0.650602409638554,0.0602409638554217,1.2289156626506,0.983333333333333,-0.0602409638554217,1.34939759036145
"3","uni-icon",-0.228915662650602,-0.903614457831325,0.397590361445783,0.983333333333333,-1.06024096385542,0.518072289156627
