"","technique","mean_time","lowerBound_CI","upperBound_CI","corrected_CI","lowerBound_CI_corr","upperBound_CI_corr"
"1","geo-icon",1.09433962264151,0.69811320754717,1.44811320754717,0.95,0.69811320754717,1.44811320754717
