"","technique","mean_time","lowerBound_CI","upperBound_CI","corrected_CI","lowerBound_CI_corr","upperBound_CI_corr"
"1","geo-icon",-148.455590997696,-240.278677958543,-63.6652050044681,0.983333333333333,-261.030452775831,-42.4628958245801
"2","geo-uni",81.4980816941343,-11.8709425337795,157.100615252017,0.983333333333333,-32.5201822507295,172.292285785965
"3","uni-icon",-229.953672691831,-311.934187766843,-130.750311555279,0.983333333333333,-333.388873756616,-102.917441566484
