"","technique","mean_time","lowerBound_CI","upperBound_CI","corrected_CI","lowerBound_CI_corr","upperBound_CI_corr"
"1","geo-icon",-204.023609349679,-277.817005279355,-126.548307062889,0.983333333333333,-292.524689217634,-111.876327881819
"2","geo-uni",-195.822231910096,-286.061594446815,-113.371228891116,0.983333333333333,-305.629098710761,-95.6372327246905
"3","uni-icon",-8.20137743958288,-83.5693566959479,71.5382679502753,0.983333333333333,-98.5801915476976,90.2044644918125
