"","technique","mean_time","lowerBound_CI","upperBound_CI","corrected_CI","lowerBound_CI_corr","upperBound_CI_corr"
"1","geo-icon",2.64752791068581,0.757575757575758,4.31514354580914,0.983333333333333,0.303030303030303,4.76874003189793
"2","geo-uni",-0.534290271132377,-2.8192505036628,1.13237639553429,0.983333333333333,-3.4780837139699,1.43939393939394
"3","uni-icon",3.18181818181818,0.984848484848485,5.45454545454546,0.983333333333333,0.53030303030303,6.06060606060606
