"","technique","mean_time","lowerBound_CI","upperBound_CI","corrected_CI","lowerBound_CI_corr","upperBound_CI_corr"
"1","geo-icon",-119.283412739365,-240.094297233689,-17.1434717090065,0.983333333333333,-270.491908446282,6.39601207858969
"2","geo-uni",135.653744983373,62.9266572403459,209.643460430972,0.983333333333333,47.4226848662434,226.72643960793
"3","uni-icon",-254.937157722738,-359.697399454012,-142.098389547404,0.983333333333333,-382.008004608792,-112.266235900844
