"","technique","mean_time","lowerBound_CI","upperBound_CI","corrected_CI","lowerBound_CI_corr","upperBound_CI_corr"
"1","geo-icon",-211.261775193603,-311.792864355753,-117.90078618053,0.983333333333333,-331.517425438929,-96.4774544680607
"2","geo-uni",-185.947489134721,-323.841800356351,-78.4589924915259,0.983333333333333,-363.371369565334,-58.7950660942001
"3","uni-icon",-25.3142860588823,-116.468252508295,83.4367702626285,0.983333333333333,-137.63222090662,112.83852871849
