"","technique","mean_time","lowerBound_CI","upperBound_CI "
"1","geometric",89.7721916732129,86.4886095836606,92.0149253731343
"2","iconic",87.2388059701493,84.0298507462687,89.5522388059701
"3","unicolor",90.2985074626866,87.0149253731343,92.5373134328358
