"","technique","mean_time","lowerBound_CI","upperBound_CI "
"1","geometric",86.0388924117523,83.462239614752,88.0997674910167
"2","iconic",85.7038681039949,82.8693722257451,88.0564362714014
"3","unicolor",89.2637215528782,86.2961515310141,91.4551711892173
