"","technique","mean_time","lowerBound_CI","upperBound_CI","corrected_CI","lowerBound_CI_corr","upperBound_CI_corr"
"1","geo-icon",-0.0444444444444444,-0.644444444444444,0.533333333333333,0.983333333333333,-0.755555555555556,0.666666666666667
"2","geo-uni",-1.51111111111111,-2.28888888888889,-0.711111111111111,0.983333333333333,-2.46666666666667,-0.511111111111111
"3","uni-icon",1.46666666666667,0.555555555555556,2.28888888888889,0.983333333333333,0.333333333333333,2.48888888888889
