"","technique","mean_time","lowerBound_CI","upperBound_CI","corrected_CI","lowerBound_CI_corr","upperBound_CI_corr"
"1","geo-icon",-211.261775193603,-306.162196765087,-111.035728188692,0.983333333333333,-326.579090758321,-89.0044066130204
"2","geo-uni",-185.947489134721,-318.330565032662,-75.0218809506848,0.983333333333333,-355.035048904549,-53.3042582420443
"3","uni-icon",-25.3142860588823,-117.370497997765,82.3278694290292,0.983333333333333,-133.985273114803,110.035188391665
