"","technique","mean_time","lowerBound_CI","upperBound_CI","corrected_CI","lowerBound_CI_corr","upperBound_CI_corr"
"1","geo-icon",2.53338570306363,0.742340926944226,4.24696506863525,0.983333333333333,0.298507462686567,4.61901021209741
"2","geo-uni",-0.526315789473684,-2.69442262372349,1.11547525530243,0.983333333333333,-3.2089552238806,1.41791044776119
"3","uni-icon",3.05970149253731,0.82089552238806,5.22388059701493,0.983333333333333,0.447761194029851,5.82089552238806
