"","technique","mean_time","lowerBound_CI","upperBound_CI "
"1","geometric",4.22222222222222,3.62222222222222,4.73333333333333
"2","iconic",4.26666666666667,3.64444444444444,4.84444444444444
"3","unicolor",5.73333333333333,5.11111111111111,6.13333333333333
