"","technique","mean_time","lowerBound_CI","upperBound_CI","corrected_CI","lowerBound_CI_corr","upperBound_CI_corr"
"1","geo-icon",-0.682926829268293,-1.26829268292683,-0.0341463414634146,0.983333333333333,-1.39024390243902,0.118639484287068
"2","geo-uni",1.08292682926829,0.258536585365854,1.8390243902439,0.983333333333333,0.0585365853658536,1.98536585365854
"3","uni-icon",-1.76585365853659,-2.46341463414634,-1.08292682926829,0.983333333333333,-2.6,-0.912638371994886
