"","technique","mean_time","lowerBound_CI","upperBound_CI "
"1","geometric",89.7721916732129,86.331500392773,92.0109976433621
"2","iconic",87.2388059701493,83.955223880597,89.5522388059701
"3","unicolor",90.2985074626866,86.9402985074627,92.6119402985075
