"","technique","mean_time","lowerBound_CI","upperBound_CI "
"1","geometric",86.0388924117523,83.4345682043262,88.0722891566265
"2","iconic",85.7038681039949,82.8757133798351,88.0531811662197
"3","unicolor",89.2637215528782,86.2048192771084,91.4658634538153
